experiment_id,lambda_joint_soft_group,decoder_name,cohort,matrix_type,true_label,pred_label,count,row_sum,row_percent
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,0,2,0,154,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,1,0,8,12,0.6666666666666666
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,1,1,3,12,0.25
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,1,2,1,12,0.08333333333333333
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,2,0,15,34,0.4411764705882353
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,2,1,12,34,0.35294117647058826
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,2,2,7,34,0.20588235294117646
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,stage,0,0,36,51,0.7058823529411765
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,stage,0,1,8,51,0.1568627450980392
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,stage,0,2,7,51,0.13725490196078433
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,stage,1,0,17,20,0.85
